date_key,year,quarter,month,month_name,week_of_year,day_of_month,day_name,year_quarter,year_month
2015-01-04 00:00:00,2015,1,1,January,1,4,Sunday,2015-Q1,2015-01
2015-01-05 00:00:00,2015,1,1,January,2,5,Monday,2015-Q1,2015-01
2015-01-06 00:00:00,2015,1,1,January,2,6,Tuesday,2015-Q1,2015-01
2015-01-09 00:00:00,2015,1,1,January,2,9,Friday,2015-Q1,2015-01
2015-01-10 00:00:00,2015,1,1,January,2,10,Saturday,2015-Q1,2015-01
2015-01-12 00:00:00,2015,1,1,January,3,12,Monday,2015-Q1,2015-01
2015-01-13 00:00:00,2015,1,1,January,3,13,Tuesday,2015-Q1,2015-01
2015-01-17 00:00:00,2015,1,1,January,3,17,Saturday,2015-Q1,2015-01
2015-01-19 00:00:00,2015,1,1,January,4,19,Monday,2015-Q1,2015-01
2015-01-23 00:00:00,2015,1,1,January,4,23,Friday,2015-Q1,2015-01
2015-01-24 00:00:00,2015,1,1,January,4,24,Saturday,2015-Q1,2015-01
2015-01-26 00:00:00,2015,1,1,January,5,26,Monday,2015-Q1,2015-01
2015-01-27 00:00:00,2015,1,1,January,5,27,Tuesday,2015-Q1,2015-01
2015-01-28 00:00:00,2015,1,1,January,5,28,Wednesday,2015-Q1,2015-01
2015-01-30 00:00:00,2015,1,1,January,5,30,Friday,2015-Q1,2015-01
2015-01-31 00:00:00,2015,1,1,January,5,31,Saturday,2015-Q1,2015-01
2015-02-03 00:00:00,2015,1,2,February,6,3,Tuesday,2015-Q1,2015-02
2015-02-06 00:00:00,2015,1,2,February,6,6,Friday,2015-Q1,2015-02
2015-02-07 00:00:00,2015,1,2,February,6,7,Saturday,2015-Q1,2015-02
2015-02-08 00:00:00,2015,1,2,February,6,8,Sunday,2015-Q1,2015-02
2015-02-09 00:00:00,2015,1,2,February,7,9,Monday,2015-Q1,2015-02
2015-02-10 00:00:00,2015,1,2,February,7,10,Tuesday,2015-Q1,2015-02
2015-02-14 00:00:00,2015,1,2,February,7,14,Saturday,2015-Q1,2015-02
2015-02-15 00:00:00,2015,1,2,February,7,15,Sunday,2015-Q1,2015-02
2015-02-16 00:00:00,2015,1,2,February,8,16,Monday,2015-Q1,2015-02
2015-02-18 00:00:00,2015,1,2,February,8,18,Wednesday,2015-Q1,2015-02
2015-02-20 00:00:00,2015,1,2,February,8,20,Friday,2015-Q1,2015-02
2015-02-21 00:00:00,2015,1,2,February,8,21,Saturday,2015-Q1,2015-02
2015-02-22 00:00:00,2015,1,2,February,8,22,Sunday,2015-Q1,2015-02
2015-02-23 00:00:00,2015,1,2,February,9,23,Monday,2015-Q1,2015-02
2015-02-25 00:00:00,2015,1,2,February,9,25,Wednesday,2015-Q1,2015-02
2015-02-27 00:00:00,2015,1,2,February,9,27,Friday,2015-Q1,2015-02
2015-02-28 00:00:00,2015,1,2,February,9,28,Saturday,2015-Q1,2015-02
2015-03-01 00:00:00,2015,1,3,March,9,1,Sunday,2015-Q1,2015-03
2015-03-02 00:00:00,2015,1,3,March,10,2,Monday,2015-Q1,2015-03
2015-03-05 00:00:00,2015,1,3,March,10,5,Thursday,2015-Q1,2015-03
2015-03-06 00:00:00,2015,1,3,March,10,6,Friday,2015-Q1,2015-03
2015-03-07 00:00:00,2015,1,3,March,10,7,Saturday,2015-Q1,2015-03
2015-03-08 00:00:00,2015,1,3,March,10,8,Sunday,2015-Q1,2015-03
2015-03-09 00:00:00,2015,1,3,March,11,9,Monday,2015-Q1,2015-03
2015-03-10 00:00:00,2015,1,3,March,11,10,Tuesday,2015-Q1,2015-03
2015-03-12 00:00:00,2015,1,3,March,11,12,Thursday,2015-Q1,2015-03
2015-03-13 00:00:00,2015,1,3,March,11,13,Friday,2015-Q1,2015-03
2015-03-14 00:00:00,2015,1,3,March,11,14,Saturday,2015-Q1,2015-03
2015-03-15 00:00:00,2015,1,3,March,11,15,Sunday,2015-Q1,2015-03
2015-03-16 00:00:00,2015,1,3,March,12,16,Monday,2015-Q1,2015-03
2015-03-17 00:00:00,2015,1,3,March,12,17,Tuesday,2015-Q1,2015-03
2015-03-19 00:00:00,2015,1,3,March,12,19,Thursday,2015-Q1,2015-03
2015-03-20 00:00:00,2015,1,3,March,12,20,Friday,2015-Q1,2015-03
2015-03-21 00:00:00,2015,1,3,March,12,21,Saturday,2015-Q1,2015-03
2015-03-22 00:00:00,2015,1,3,March,12,22,Sunday,2015-Q1,2015-03
2015-03-23 00:00:00,2015,1,3,March,13,23,Monday,2015-Q1,2015-03
2015-03-24 00:00:00,2015,1,3,March,13,24,Tuesday,2015-Q1,2015-03
2015-03-26 00:00:00,2015,1,3,March,13,26,Thursday,2015-Q1,2015-03
2015-03-27 00:00:00,2015,1,3,March,13,27,Friday,2015-Q1,2015-03
2015-03-28 00:00:00,2015,1,3,March,13,28,Saturday,2015-Q1,2015-03
2015-03-29 00:00:00,2015,1,3,March,13,29,Sunday,2015-Q1,2015-03
2015-03-30 00:00:00,2015,1,3,March,14,30,Monday,2015-Q1,2015-03
2015-03-31 00:00:00,2015,1,3,March,14,31,Tuesday,2015-Q1,2015-03
2015-04-02 00:00:00,2015,2,4,April,14,2,Thursday,2015-Q2,2015-04
2015-04-04 00:00:00,2015,2,4,April,14,4,Saturday,2015-Q2,2015-04
2015-04-05 00:00:00,2015,2,4,April,14,5,Sunday,2015-Q2,2015-04
2015-04-06 00:00:00,2015,2,4,April,15,6,Monday,2015-Q2,2015-04
2015-04-07 00:00:00,2015,2,4,April,15,7,Tuesday,2015-Q2,2015-04
2015-04-09 00:00:00,2015,2,4,April,15,9,Thursday,2015-Q2,2015-04
2015-04-10 00:00:00,2015,2,4,April,15,10,Friday,2015-Q2,2015-04
2015-04-11 00:00:00,2015,2,4,April,15,11,Saturday,2015-Q2,2015-04
2015-04-12 00:00:00,2015,2,4,April,15,12,Sunday,2015-Q2,2015-04
2015-04-13 00:00:00,2015,2,4,April,16,13,Monday,2015-Q2,2015-04
2015-04-14 00:00:00,2015,2,4,April,16,14,Tuesday,2015-Q2,2015-04
2015-04-16 00:00:00,2015,2,4,April,16,16,Thursday,2015-Q2,2015-04
2015-04-17 00:00:00,2015,2,4,April,16,17,Friday,2015-Q2,2015-04
2015-04-18 00:00:00,2015,2,4,April,16,18,Saturday,2015-Q2,2015-04
2015-04-19 00:00:00,2015,2,4,April,16,19,Sunday,2015-Q2,2015-04
2015-04-20 00:00:00,2015,2,4,April,17,20,Monday,2015-Q2,2015-04
2015-04-21 00:00:00,2015,2,4,April,17,21,Tuesday,2015-Q2,2015-04
2015-04-22 00:00:00,2015,2,4,April,17,22,Wednesday,2015-Q2,2015-04
2015-04-24 00:00:00,2015,2,4,April,17,24,Friday,2015-Q2,2015-04
2015-04-25 00:00:00,2015,2,4,April,17,25,Saturday,2015-Q2,2015-04
2015-04-26 00:00:00,2015,2,4,April,17,26,Sunday,2015-Q2,2015-04
2015-04-27 00:00:00,2015,2,4,April,18,27,Monday,2015-Q2,2015-04
2015-04-28 00:00:00,2015,2,4,April,18,28,Tuesday,2015-Q2,2015-04
2015-04-29 00:00:00,2015,2,4,April,18,29,Wednesday,2015-Q2,2015-04
2015-04-30 00:00:00,2015,2,4,April,18,30,Thursday,2015-Q2,2015-04
2015-05-01 00:00:00,2015,2,5,May,18,1,Friday,2015-Q2,2015-05
2015-05-02 00:00:00,2015,2,5,May,18,2,Saturday,2015-Q2,2015-05
2015-05-03 00:00:00,2015,2,5,May,18,3,Sunday,2015-Q2,2015-05
2015-05-04 00:00:00,2015,2,5,May,19,4,Monday,2015-Q2,2015-05
2015-05-07 00:00:00,2015,2,5,May,19,7,Thursday,2015-Q2,2015-05
2015-05-08 00:00:00,2015,2,5,May,19,8,Friday,2015-Q2,2015-05
2015-05-09 00:00:00,2015,2,5,May,19,9,Saturday,2015-Q2,2015-05
2015-05-10 00:00:00,2015,2,5,May,19,10,Sunday,2015-Q2,2015-05
2015-05-11 00:00:00,2015,2,5,May,20,11,Monday,2015-Q2,2015-05
2015-05-12 00:00:00,2015,2,5,May,20,12,Tuesday,2015-Q2,2015-05
2015-05-13 00:00:00,2015,2,5,May,20,13,Wednesday,2015-Q2,2015-05
2015-05-14 00:00:00,2015,2,5,May,20,14,Thursday,2015-Q2,2015-05
2015-05-15 00:00:00,2015,2,5,May,20,15,Friday,2015-Q2,2015-05
2015-05-16 00:00:00,2015,2,5,May,20,16,Saturday,2015-Q2,2015-05
2015-05-17 00:00:00,2015,2,5,May,20,17,Sunday,2015-Q2,2015-05
2015-05-18 00:00:00,2015,2,5,May,21,18,Monday,2015-Q2,2015-05
2015-05-20 00:00:00,2015,2,5,May,21,20,Wednesday,2015-Q2,2015-05
2015-05-21 00:00:00,2015,2,5,May,21,21,Thursday,2015-Q2,2015-05
2015-05-22 00:00:00,2015,2,5,May,21,22,Friday,2015-Q2,2015-05
2015-05-23 00:00:00,2015,2,5,May,21,23,Saturday,2015-Q2,2015-05
2015-05-24 00:00:00,2015,2,5,May,21,24,Sunday,2015-Q2,2015-05
2015-05-25 00:00:00,2015,2,5,May,22,25,Monday,2015-Q2,2015-05
2015-05-26 00:00:00,2015,2,5,May,22,26,Tuesday,2015-Q2,2015-05
2015-05-28 00:00:00,2015,2,5,May,22,28,Thursday,2015-Q2,2015-05
2015-05-29 00:00:00,2015,2,5,May,22,29,Friday,2015-Q2,2015-05
2015-05-30 00:00:00,2015,2,5,May,22,30,Saturday,2015-Q2,2015-05
2015-05-31 00:00:00,2015,2,5,May,22,31,Sunday,2015-Q2,2015-05
2015-06-01 00:00:00,2015,2,6,June,23,1,Monday,2015-Q2,2015-06
2015-06-04 00:00:00,2015,2,6,June,23,4,Thursday,2015-Q2,2015-06
2015-06-05 00:00:00,2015,2,6,June,23,5,Friday,2015-Q2,2015-06
2015-06-07 00:00:00,2015,2,6,June,23,7,Sunday,2015-Q2,2015-06
2015-06-08 00:00:00,2015,2,6,June,24,8,Monday,2015-Q2,2015-06
2015-06-09 00:00:00,2015,2,6,June,24,9,Tuesday,2015-Q2,2015-06
2015-06-11 00:00:00,2015,2,6,June,24,11,Thursday,2015-Q2,2015-06
2015-06-12 00:00:00,2015,2,6,June,24,12,Friday,2015-Q2,2015-06
2015-06-13 00:00:00,2015,2,6,June,24,13,Saturday,2015-Q2,2015-06
2015-06-14 00:00:00,2015,2,6,June,24,14,Sunday,2015-Q2,2015-06
2015-06-15 00:00:00,2015,2,6,June,25,15,Monday,2015-Q2,2015-06
2015-06-16 00:00:00,2015,2,6,June,25,16,Tuesday,2015-Q2,2015-06
2015-06-18 00:00:00,2015,2,6,June,25,18,Thursday,2015-Q2,2015-06
2015-06-19 00:00:00,2015,2,6,June,25,19,Friday,2015-Q2,2015-06
2015-06-20 00:00:00,2015,2,6,June,25,20,Saturday,2015-Q2,2015-06
2015-06-21 00:00:00,2015,2,6,June,25,21,Sunday,2015-Q2,2015-06
2015-06-22 00:00:00,2015,2,6,June,26,22,Monday,2015-Q2,2015-06
2015-06-23 00:00:00,2015,2,6,June,26,23,Tuesday,2015-Q2,2015-06
2015-06-25 00:00:00,2015,2,6,June,26,25,Thursday,2015-Q2,2015-06
2015-06-26 00:00:00,2015,2,6,June,26,26,Friday,2015-Q2,2015-06
2015-06-28 00:00:00,2015,2,6,June,26,28,Sunday,2015-Q2,2015-06
2015-06-29 00:00:00,2015,2,6,June,27,29,Monday,2015-Q2,2015-06
2015-07-02 00:00:00,2015,3,7,July,27,2,Thursday,2015-Q3,2015-07
2015-07-03 00:00:00,2015,3,7,July,27,3,Friday,2015-Q3,2015-07
2015-07-04 00:00:00,2015,3,7,July,27,4,Saturday,2015-Q3,2015-07
2015-07-05 00:00:00,2015,3,7,July,27,5,Sunday,2015-Q3,2015-07
2015-07-06 00:00:00,2015,3,7,July,28,6,Monday,2015-Q3,2015-07
2015-07-08 00:00:00,2015,3,7,July,28,8,Wednesday,2015-Q3,2015-07
2015-07-09 00:00:00,2015,3,7,July,28,9,Thursday,2015-Q3,2015-07
2015-07-10 00:00:00,2015,3,7,July,28,10,Friday,2015-Q3,2015-07
2015-07-11 00:00:00,2015,3,7,July,28,11,Saturday,2015-Q3,2015-07
2015-07-12 00:00:00,2015,3,7,July,28,12,Sunday,2015-Q3,2015-07
2015-07-13 00:00:00,2015,3,7,July,29,13,Monday,2015-Q3,2015-07
2015-07-14 00:00:00,2015,3,7,July,29,14,Tuesday,2015-Q3,2015-07
2015-07-16 00:00:00,2015,3,7,July,29,16,Thursday,2015-Q3,2015-07
2015-07-17 00:00:00,2015,3,7,July,29,17,Friday,2015-Q3,2015-07
2015-07-18 00:00:00,2015,3,7,July,29,18,Saturday,2015-Q3,2015-07
2015-07-19 00:00:00,2015,3,7,July,29,19,Sunday,2015-Q3,2015-07
2015-07-20 00:00:00,2015,3,7,July,30,20,Monday,2015-Q3,2015-07
2015-07-23 00:00:00,2015,3,7,July,30,23,Thursday,2015-Q3,2015-07
2015-07-24 00:00:00,2015,3,7,July,30,24,Friday,2015-Q3,2015-07
2015-07-25 00:00:00,2015,3,7,July,30,25,Saturday,2015-Q3,2015-07
2015-07-26 00:00:00,2015,3,7,July,30,26,Sunday,2015-Q3,2015-07
2015-07-27 00:00:00,2015,3,7,July,31,27,Monday,2015-Q3,2015-07
2015-07-30 00:00:00,2015,3,7,July,31,30,Thursday,2015-Q3,2015-07
2015-07-31 00:00:00,2015,3,7,July,31,31,Friday,2015-Q3,2015-07
2015-08-01 00:00:00,2015,3,8,August,31,1,Saturday,2015-Q3,2015-08
2015-08-02 00:00:00,2015,3,8,August,31,2,Sunday,2015-Q3,2015-08
2015-08-05 00:00:00,2015,3,8,August,32,5,Wednesday,2015-Q3,2015-08
2015-08-06 00:00:00,2015,3,8,August,32,6,Thursday,2015-Q3,2015-08
2015-08-07 00:00:00,2015,3,8,August,32,7,Friday,2015-Q3,2015-08
2015-08-08 00:00:00,2015,3,8,August,32,8,Saturday,2015-Q3,2015-08
2015-08-09 00:00:00,2015,3,8,August,32,9,Sunday,2015-Q3,2015-08
2015-08-10 00:00:00,2015,3,8,August,33,10,Monday,2015-Q3,2015-08
2015-08-11 00:00:00,2015,3,8,August,33,11,Tuesday,2015-Q3,2015-08
2015-08-13 00:00:00,2015,3,8,August,33,13,Thursday,2015-Q3,2015-08
2015-08-15 00:00:00,2015,3,8,August,33,15,Saturday,2015-Q3,2015-08
2015-08-16 00:00:00,2015,3,8,August,33,16,Sunday,2015-Q3,2015-08
2015-08-17 00:00:00,2015,3,8,August,34,17,Monday,2015-Q3,2015-08
2015-08-21 00:00:00,2015,3,8,August,34,21,Friday,2015-Q3,2015-08
2015-08-22 00:00:00,2015,3,8,August,34,22,Saturday,2015-Q3,2015-08
2015-08-23 00:00:00,2015,3,8,August,34,23,Sunday,2015-Q3,2015-08
2015-08-24 00:00:00,2015,3,8,August,35,24,Monday,2015-Q3,2015-08
2015-08-25 00:00:00,2015,3,8,August,35,25,Tuesday,2015-Q3,2015-08
2015-08-27 00:00:00,2015,3,8,August,35,27,Thursday,2015-Q3,2015-08
2015-08-28 00:00:00,2015,3,8,August,35,28,Friday,2015-Q3,2015-08
2015-08-29 00:00:00,2015,3,8,August,35,29,Saturday,2015-Q3,2015-08
2015-08-31 00:00:00,2015,3,8,August,36,31,Monday,2015-Q3,2015-08
2015-09-01 00:00:00,2015,3,9,September,36,1,Tuesday,2015-Q3,2015-09
2015-09-03 00:00:00,2015,3,9,September,36,3,Thursday,2015-Q3,2015-09
2015-09-04 00:00:00,2015,3,9,September,36,4,Friday,2015-Q3,2015-09
2015-09-05 00:00:00,2015,3,9,September,36,5,Saturday,2015-Q3,2015-09
2015-09-06 00:00:00,2015,3,9,September,36,6,Sunday,2015-Q3,2015-09
2015-09-07 00:00:00,2015,3,9,September,37,7,Monday,2015-Q3,2015-09
2015-09-08 00:00:00,2015,3,9,September,37,8,Tuesday,2015-Q3,2015-09
2015-09-10 00:00:00,2015,3,9,September,37,10,Thursday,2015-Q3,2015-09
2015-09-11 00:00:00,2015,3,9,September,37,11,Friday,2015-Q3,2015-09
2015-09-12 00:00:00,2015,3,9,September,37,12,Saturday,2015-Q3,2015-09
2015-09-13 00:00:00,2015,3,9,September,37,13,Sunday,2015-Q3,2015-09
2015-09-14 00:00:00,2015,3,9,September,38,14,Monday,2015-Q3,2015-09
2015-09-15 00:00:00,2015,3,9,September,38,15,Tuesday,2015-Q3,2015-09
2015-09-16 00:00:00,2015,3,9,September,38,16,Wednesday,2015-Q3,2015-09
2015-09-17 00:00:00,2015,3,9,September,38,17,Thursday,2015-Q3,2015-09
2015-09-18 00:00:00,2015,3,9,September,38,18,Friday,2015-Q3,2015-09
2015-09-19 00:00:00,2015,3,9,September,38,19,Saturday,2015-Q3,2015-09
2015-09-20 00:00:00,2015,3,9,September,38,20,Sunday,2015-Q3,2015-09
2015-09-21 00:00:00,2015,3,9,September,39,21,Monday,2015-Q3,2015-09
2015-09-22 00:00:00,2015,3,9,September,39,22,Tuesday,2015-Q3,2015-09
2015-09-24 00:00:00,2015,3,9,September,39,24,Thursday,2015-Q3,2015-09
2015-09-25 00:00:00,2015,3,9,September,39,25,Friday,2015-Q3,2015-09
2015-09-26 00:00:00,2015,3,9,September,39,26,Saturday,2015-Q3,2015-09
2015-09-27 00:00:00,2015,3,9,September,39,27,Sunday,2015-Q3,2015-09
2015-09-28 00:00:00,2015,3,9,September,40,28,Monday,2015-Q3,2015-09
2015-10-01 00:00:00,2015,4,10,October,40,1,Thursday,2015-Q4,2015-10
2015-10-02 00:00:00,2015,4,10,October,40,2,Friday,2015-Q4,2015-10
2015-10-03 00:00:00,2015,4,10,October,40,3,Saturday,2015-Q4,2015-10
2015-10-04 00:00:00,2015,4,10,October,40,4,Sunday,2015-Q4,2015-10
2015-10-05 00:00:00,2015,4,10,October,41,5,Monday,2015-Q4,2015-10
2015-10-08 00:00:00,2015,4,10,October,41,8,Thursday,2015-Q4,2015-10
2015-10-09 00:00:00,2015,4,10,October,41,9,Friday,2015-Q4,2015-10
2015-10-10 00:00:00,2015,4,10,October,41,10,Saturday,2015-Q4,2015-10
2015-10-11 00:00:00,2015,4,10,October,41,11,Sunday,2015-Q4,2015-10
2015-10-12 00:00:00,2015,4,10,October,42,12,Monday,2015-Q4,2015-10
2015-10-13 00:00:00,2015,4,10,October,42,13,Tuesday,2015-Q4,2015-10
2015-10-15 00:00:00,2015,4,10,October,42,15,Thursday,2015-Q4,2015-10
2015-10-16 00:00:00,2015,4,10,October,42,16,Friday,2015-Q4,2015-10
2015-10-17 00:00:00,2015,4,10,October,42,17,Saturday,2015-Q4,2015-10
2015-10-18 00:00:00,2015,4,10,October,42,18,Sunday,2015-Q4,2015-10
2015-10-19 00:00:00,2015,4,10,October,43,19,Monday,2015-Q4,2015-10
2015-10-20 00:00:00,2015,4,10,October,43,20,Tuesday,2015-Q4,2015-10
2015-10-22 00:00:00,2015,4,10,October,43,22,Thursday,2015-Q4,2015-10
2015-10-23 00:00:00,2015,4,10,October,43,23,Friday,2015-Q4,2015-10
2015-10-24 00:00:00,2015,4,10,October,43,24,Saturday,2015-Q4,2015-10
2015-10-25 00:00:00,2015,4,10,October,43,25,Sunday,2015-Q4,2015-10
2015-10-26 00:00:00,2015,4,10,October,44,26,Monday,2015-Q4,2015-10
2015-10-28 00:00:00,2015,4,10,October,44,28,Wednesday,2015-Q4,2015-10
2015-10-29 00:00:00,2015,4,10,October,44,29,Thursday,2015-Q4,2015-10
2015-10-30 00:00:00,2015,4,10,October,44,30,Friday,2015-Q4,2015-10
2015-10-31 00:00:00,2015,4,10,October,44,31,Saturday,2015-Q4,2015-10
2015-11-01 00:00:00,2015,4,11,November,44,1,Sunday,2015-Q4,2015-11
2015-11-02 00:00:00,2015,4,11,November,45,2,Monday,2015-Q4,2015-11
2015-11-03 00:00:00,2015,4,11,November,45,3,Tuesday,2015-Q4,2015-11
2015-11-05 00:00:00,2015,4,11,November,45,5,Thursday,2015-Q4,2015-11
2015-11-06 00:00:00,2015,4,11,November,45,6,Friday,2015-Q4,2015-11
2015-11-07 00:00:00,2015,4,11,November,45,7,Saturday,2015-Q4,2015-11
2015-11-08 00:00:00,2015,4,11,November,45,8,Sunday,2015-Q4,2015-11
2015-11-09 00:00:00,2015,4,11,November,46,9,Monday,2015-Q4,2015-11
2015-11-10 00:00:00,2015,4,11,November,46,10,Tuesday,2015-Q4,2015-11
2015-11-11 00:00:00,2015,4,11,November,46,11,Wednesday,2015-Q4,2015-11
2015-11-12 00:00:00,2015,4,11,November,46,12,Thursday,2015-Q4,2015-11
2015-11-13 00:00:00,2015,4,11,November,46,13,Friday,2015-Q4,2015-11
2015-11-14 00:00:00,2015,4,11,November,46,14,Saturday,2015-Q4,2015-11
2015-11-15 00:00:00,2015,4,11,November,46,15,Sunday,2015-Q4,2015-11
2015-11-16 00:00:00,2015,4,11,November,47,16,Monday,2015-Q4,2015-11
2015-11-17 00:00:00,2015,4,11,November,47,17,Tuesday,2015-Q4,2015-11
2015-11-19 00:00:00,2015,4,11,November,47,19,Thursday,2015-Q4,2015-11
2015-11-20 00:00:00,2015,4,11,November,47,20,Friday,2015-Q4,2015-11
2015-11-21 00:00:00,2015,4,11,November,47,21,Saturday,2015-Q4,2015-11
2015-11-22 00:00:00,2015,4,11,November,47,22,Sunday,2015-Q4,2015-11
2015-11-23 00:00:00,2015,4,11,November,48,23,Monday,2015-Q4,2015-11
2015-11-24 00:00:00,2015,4,11,November,48,24,Tuesday,2015-Q4,2015-11
2015-11-25 00:00:00,2015,4,11,November,48,25,Wednesday,2015-Q4,2015-11
2015-11-26 00:00:00,2015,4,11,November,48,26,Thursday,2015-Q4,2015-11
2015-11-27 00:00:00,2015,4,11,November,48,27,Friday,2015-Q4,2015-11
2015-11-28 00:00:00,2015,4,11,November,48,28,Saturday,2015-Q4,2015-11
2015-11-29 00:00:00,2015,4,11,November,48,29,Sunday,2015-Q4,2015-11
2015-11-30 00:00:00,2015,4,11,November,49,30,Monday,2015-Q4,2015-11
2015-12-01 00:00:00,2015,4,12,December,49,1,Tuesday,2015-Q4,2015-12
2015-12-03 00:00:00,2015,4,12,December,49,3,Thursday,2015-Q4,2015-12
2015-12-04 00:00:00,2015,4,12,December,49,4,Friday,2015-Q4,2015-12
2015-12-05 00:00:00,2015,4,12,December,49,5,Saturday,2015-Q4,2015-12
2015-12-06 00:00:00,2015,4,12,December,49,6,Sunday,2015-Q4,2015-12
2015-12-07 00:00:00,2015,4,12,December,50,7,Monday,2015-Q4,2015-12
2015-12-08 00:00:00,2015,4,12,December,50,8,Tuesday,2015-Q4,2015-12
2015-12-09 00:00:00,2015,4,12,December,50,9,Wednesday,2015-Q4,2015-12
2015-12-10 00:00:00,2015,4,12,December,50,10,Thursday,2015-Q4,2015-12
2015-12-11 00:00:00,2015,4,12,December,50,11,Friday,2015-Q4,2015-12
2015-12-12 00:00:00,2015,4,12,December,50,12,Saturday,2015-Q4,2015-12
2015-12-13 00:00:00,2015,4,12,December,50,13,Sunday,2015-Q4,2015-12
2015-12-14 00:00:00,2015,4,12,December,51,14,Monday,2015-Q4,2015-12
2015-12-15 00:00:00,2015,4,12,December,51,15,Tuesday,2015-Q4,2015-12
2015-12-16 00:00:00,2015,4,12,December,51,16,Wednesday,2015-Q4,2015-12
2015-12-17 00:00:00,2015,4,12,December,51,17,Thursday,2015-Q4,2015-12
2015-12-18 00:00:00,2015,4,12,December,51,18,Friday,2015-Q4,2015-12
2015-12-19 00:00:00,2015,4,12,December,51,19,Saturday,2015-Q4,2015-12
2015-12-20 00:00:00,2015,4,12,December,51,20,Sunday,2015-Q4,2015-12
2015-12-21 00:00:00,2015,4,12,December,52,21,Monday,2015-Q4,2015-12
2015-12-22 00:00:00,2015,4,12,December,52,22,Tuesday,2015-Q4,2015-12
2015-12-23 00:00:00,2015,4,12,December,52,23,Wednesday,2015-Q4,2015-12
2015-12-24 00:00:00,2015,4,12,December,52,24,Thursday,2015-Q4,2015-12
2015-12-25 00:00:00,2015,4,12,December,52,25,Friday,2015-Q4,2015-12
2015-12-26 00:00:00,2015,4,12,December,52,26,Saturday,2015-Q4,2015-12
2015-12-27 00:00:00,2015,4,12,December,52,27,Sunday,2015-Q4,2015-12
2015-12-28 00:00:00,2015,4,12,December,53,28,Monday,2015-Q4,2015-12
2015-12-29 00:00:00,2015,4,12,December,53,29,Tuesday,2015-Q4,2015-12
2015-12-30 00:00:00,2015,4,12,December,53,30,Wednesday,2015-Q4,2015-12
2015-12-31 00:00:00,2015,4,12,December,53,31,Thursday,2015-Q4,2015-12
2016-01-02 00:00:00,2016,1,1,January,53,2,Saturday,2016-Q1,2016-01
2016-01-03 00:00:00,2016,1,1,January,53,3,Sunday,2016-Q1,2016-01
2016-01-04 00:00:00,2016,1,1,January,1,4,Monday,2016-Q1,2016-01
2016-01-05 00:00:00,2016,1,1,January,1,5,Tuesday,2016-Q1,2016-01
2016-01-07 00:00:00,2016,1,1,January,1,7,Thursday,2016-Q1,2016-01
2016-01-08 00:00:00,2016,1,1,January,1,8,Friday,2016-Q1,2016-01
2016-01-09 00:00:00,2016,1,1,January,1,9,Saturday,2016-Q1,2016-01
2016-01-10 00:00:00,2016,1,1,January,1,10,Sunday,2016-Q1,2016-01
2016-01-11 00:00:00,2016,1,1,January,2,11,Monday,2016-Q1,2016-01
2016-01-14 00:00:00,2016,1,1,January,2,14,Thursday,2016-Q1,2016-01
2016-01-15 00:00:00,2016,1,1,January,2,15,Friday,2016-Q1,2016-01
2016-01-16 00:00:00,2016,1,1,January,2,16,Saturday,2016-Q1,2016-01
2016-01-17 00:00:00,2016,1,1,January,2,17,Sunday,2016-Q1,2016-01
2016-01-21 00:00:00,2016,1,1,January,3,21,Thursday,2016-Q1,2016-01
2016-01-22 00:00:00,2016,1,1,January,3,22,Friday,2016-Q1,2016-01
2016-01-23 00:00:00,2016,1,1,January,3,23,Saturday,2016-Q1,2016-01
2016-01-24 00:00:00,2016,1,1,January,3,24,Sunday,2016-Q1,2016-01
2016-01-25 00:00:00,2016,1,1,January,4,25,Monday,2016-Q1,2016-01
2016-01-28 00:00:00,2016,1,1,January,4,28,Thursday,2016-Q1,2016-01
2016-01-30 00:00:00,2016,1,1,January,4,30,Saturday,2016-Q1,2016-01
2016-01-31 00:00:00,2016,1,1,January,4,31,Sunday,2016-Q1,2016-01
2016-02-01 00:00:00,2016,1,2,February,5,1,Monday,2016-Q1,2016-02
